o_iso,d_iso,year,Construction,Creative Industries,Environmental Technology,Financial Services,Industrial,Physical Sciences,Professional Services,Consumer Goods,Energy,"Food, Beverages & Tobacco",ICT & Electronics,Life sciences,Retail Trade,Tourism,Transport Equipment,"Transportation, Warehousing & Storage","Wood, Apparel & Related Products"
ITA,CHN,2014,0,0,50,0,1,0,0,3,2,2,0,2,38,0,13,0,2
ITA,CHN,2018,0,6,0,7,6,4,0,0,0,0,0,0,27,0,4,0,16
ITA,CHN,2010,0,0,0,6,0,0,0,0,2,0,0,0,28,14,61,0,1
ITA,CHN,2016,0,0,0,5,3,1,0,0,0,0,0,0,16,0,0,0,0
ITA,CHN,2017,0,0,0,1,2,0,0,0,0,0,8,2,14,0,2,6,0
ITA,CHN,2012,0,0,0,0,2,7,0,0,0,3,0,5,34,0,14,0,2
ITA,CIV,2018,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,CMR,2017,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ITA,CMR,2006,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ITA,CMR,2013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ITA,COD,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ITA,COL,2018,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ITA,COL,2008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ITA,COL,2012,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
ITA,COL,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ITA,COL,2017,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0
ITA,COL,2011,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3
ITA,COL,2005,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,COL,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,COL,2014,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
ITA,CRI,2011,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,CRI,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
ITA,CUB,2004,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
ITA,DOM,2005,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,DOM,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,DOM,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,DOM,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,DOM,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ITA,DZA,2005,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ITA,DZA,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ITA,DZA,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ITA,DZA,2016,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,DZA,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,DZA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,ECU,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ITA,ECU,2004,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ITA,ECU,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,EGY,2008,144,0,15,0,0,0,0,0,0,14,0,0,0,0,5,0,0
ITA,EGY,2016,0,0,16,0,0,0,0,5,115,0,0,0,0,0,0,0,0
ITA,EGY,2009,0,1,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0
ITA,EGY,2003,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0
ITA,EGY,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ITA,EGY,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0
ITA,EGY,2010,0,0,0,0,0,0,0,0,29,0,0,0,2,0,0,0,0
ITA,EGY,2011,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3
ITA,EGY,2013,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
ITA,EGY,2015,0,0,32,0,0,0,0,0,452,0,0,0,0,0,0,0,0
ITA,EGY,2018,0,0,0,0,0,0,2,0,53,0,0,0,0,0,0,0,0
ITA,EGY,2017,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,EGY,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,EGY,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,EGY,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
ITA,ETH,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITA,ETH,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ITA,ETH,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ITA,GEO,2005,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,GEO,2007,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,GEO,2014,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,GEO,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,GHA,2015,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ITA,GHA,2017,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0
ITA,GHA,2008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ITA,GTM,2003,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,GTM,2008,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,GTM,2010,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ITA,GTM,2013,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ITA,GTM,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,HKG,2017,26,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
ITA,HKG,2018,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,1
ITA,HKG,2009,0,1,0,3,2,1,1,0,0,0,0,0,12,0,0,1,1
ITA,HKG,2007,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,1
ITA,HKG,2013,0,0,0,1,0,0,1,0,0,0,0,0,24,0,2,0,1
ITA,HKG,2005,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0
ITA,HKG,2015,0,0,0,0,0,0,3,0,0,0,1,0,8,0,1,0,0
ITA,HKG,2003,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
ITA,HKG,2004,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
ITA,HKG,2006,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3
ITA,HKG,2008,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
ITA,HKG,2010,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
ITA,HKG,2011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
ITA,HKG,2012,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
ITA,HKG,2014,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
ITA,HKG,2016,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0
ITA,HND,2015,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ITA,IDN,2008,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0
ITA,IDN,2012,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,IDN,2014,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,IDN,2018,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
ITA,IDN,2015,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
ITA,IDN,2004,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,IDN,2006,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0
ITA,IDN,2011,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0
ITA,IDN,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0
ITA,IDN,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,IDN,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ITA,IND,2005,1,0,0,0,2,1,0,0,0,0,7,0,1,0,3,15,1
ITA,IND,2006,22,0,0,24,7,0,1,1,0,0,1,0,11,0,53,0,1
ITA,IND,2007,14,0,0,0,4,0,0,0,0,4,0,0,4,49,7,0,5
ITA,IND,2009,1,0,1,0,23,3,0,0,3,3,0,0,11,0,9,0,0
ITA,IND,2010,1,0,1,1,3,0,0,7,0,16,0,0,8,0,2,0,5
ITA,IND,2014,2,0,0,0,1,0,0,5,1,3,0,0,1,0,47,0,0
ITA,IND,2016,3,0,0,0,8,1,1,0,0,6,0,0,0,0,0,0,0
ITA,IND,2017,21,0,0,0,2,0,0,1,0,5,0,1,0,0,4,6,1
ITA,IND,2003,0,0,0,0,3,0,0,1,0,0,0,0,2,0,2,0,1
ITA,IND,2008,0,1,2,5,5,0,0,4,0,0,0,0,9,0,96,4,0
ITA,IND,2011,0,0,0,3,1,0,0,2,0,15,4,0,4,0,11,0,1
ITA,IND,2012,0,0,0,4,9,0,0,0,0,1,0,1,4,0,4,0,0
ITA,IND,2013,0,0,0,0,11,3,0,0,0,12,0,0,4,0,0,0,0
ITA,IND,2015,0,0,0,0,4,3,0,0,0,3,0,0,1,0,0,0,0
ITA,IND,2004,0,0,0,0,0,0,0,0,0,0,7,1,3,0,6,0,1
ITA,IND,2018,0,0,0,0,2,0,0,0,0,0,0,0,8,0,11,0,4
ITA,IRN,2004,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
ITA,IRN,2005,0,0,0,0,0,0,0,0,42,0,0,0,0,0,16,0,0
ITA,IRN,2016,0,0,17,0,0,0,0,0,14,0,0,0,2,0,0,0,0
ITA,IRN,2008,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,IRN,2018,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ITA,IRN,2015,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,IRN,2014,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ITA,IRN,2003,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ITA,IRN,2006,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
ITA,IRQ,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ITA,ISL,2007,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ITA,ISR,2016,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ITA,ISR,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,ISR,2008,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,ISR,2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,ISR,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,ISR,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,ISR,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,JOR,2010,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,2,0
ITA,JOR,2015,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,JOR,2016,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,JOR,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ITA,JPN,2010,1,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0
ITA,JPN,2004,0,0,0,0,3,0,0,5,0,0,0,0,29,0,0,0,0
ITA,JPN,2008,0,0,0,0,1,0,0,1,0,0,0,0,16,0,1,0,0
ITA,JPN,2009,0,1,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0
ITA,JPN,2016,0,1,12,0,0,0,0,1,0,0,0,0,23,0,0,0,0
ITA,JPN,2013,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0
ITA,JPN,2007,0,0,0,0,0,0,0,0,0,0,1,0,10,0,2,0,0
ITA,JPN,2015,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0
ITA,JPN,2017,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0
ITA,JPN,2003,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2
ITA,JPN,2005,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1
ITA,JPN,2006,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
ITA,JPN,2011,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
ITA,JPN,2012,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0
ITA,JPN,2014,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
ITA,JPN,2018,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0
ITA,KAZ,2003,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ITA,KAZ,2004,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
ITA,KAZ,2007,0,0,0,3,0,0,0,0,79,0,0,0,0,0,0,0,0
ITA,KAZ,2009,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0
ITA,KAZ,2014,0,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0
ITA,KAZ,2015,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,KAZ,2018,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ITA,KAZ,2005,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0
ITA,KAZ,2012,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,KAZ,2016,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,KAZ,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,KEN,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ITA,KEN,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,KGZ,2013,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ITA,KHM,2004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ITA,KHM,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,KHM,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,KHM,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ITA,KOR,2018,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0
ITA,KOR,2014,0,0,0,0,2,0,0,0,1,0,0,1,10,0,1,0,0
ITA,KOR,2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
ITA,KOR,2010,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0
ITA,KOR,2013,0,0,0,0,13,0,0,0,0,0,0,0,14,0,1,0,3
ITA,KOR,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ITA,KOR,2003,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
ITA,KOR,2004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,KOR,2006,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ITA,KOR,2009,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
ITA,KOR,2011,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
ITA,KOR,2016,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
ITA,KWT,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,KWT,2007,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,KWT,2008,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ITA,KWT,2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,KWT,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,KWT,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,KWT,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,KWT,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,KWT,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,LBN,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,LBN,2003,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,LBN,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,LBN,2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,LBN,2009,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ITA,LBN,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,LBN,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,LBN,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,LBN,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,LBN,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,LBY,2008,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,LBY,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ITA,LBY,2009,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ITA,LBY,2007,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,LBY,2006,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ITA,LBY,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ITA,LBY,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ITA,LKA,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,LKA,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
ITA,LKA,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ITA,LKA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ITA,LKA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ITA,MAC,2004,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MAC,2005,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MAC,2006,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ITA,MAC,2008,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MAC,2009,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MAC,2012,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MAC,2013,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,MAC,2014,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ITA,MAC,2015,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
ITA,MAC,2016,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,MAC,2018,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MAR,2005,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ITA,MAR,2015,15,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,MAR,2011,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0
ITA,MAR,2016,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MAR,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
ITA,MAR,2007,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
ITA,MAR,2017,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0
ITA,MAR,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,MAR,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
ITA,MAR,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
ITA,MAR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,MAR,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ITA,MCO,2003,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MCO,2004,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MCO,2015,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MCO,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,MDA,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ITA,MDA,2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MDA,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ITA,MDA,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITA,MDA,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ITA,MDA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITA,MEX,2005,0,0,0,0,0,0,0,6,0,0,1,0,0,0,3,0,0
ITA,MEX,2006,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
ITA,MEX,2008,0,0,0,0,326,0,0,5,0,0,0,5,7,0,0,0,0
ITA,MEX,2016,0,0,88,0,1,0,0,1,0,4,0,1,5,0,27,0,0
ITA,MEX,2018,0,0,37,0,1,0,0,5,69,3,2,2,8,0,0,1,0
ITA,MEX,2004,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0
ITA,MEX,2014,0,1,0,4,1,0,0,0,3,0,0,0,2,0,55,0,0
ITA,MEX,2007,0,0,0,0,0,7,0,0,14,0,0,0,1,0,0,0,0
ITA,MEX,2010,0,0,0,0,0,0,0,0,27,0,0,0,2,0,31,0,0
ITA,MEX,2012,0,0,10,0,0,0,0,0,83,16,0,1,1,0,40,0,0
ITA,MEX,2013,0,0,15,4,2,0,0,0,14,0,0,3,7,0,15,8,0
ITA,MEX,2015,0,0,36,0,0,0,0,0,0,0,1,0,10,0,13,0,0
ITA,MEX,2017,0,0,91,0,85,0,0,0,0,1,1,4,0,0,1,0,0
ITA,MEX,2009,0,0,0,1,1,3,0,0,0,0,0,1,0,0,4,0,0
ITA,MEX,2003,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
ITA,MEX,2011,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0
ITA,MKD,2011,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ITA,MKD,2009,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ITA,MKD,2003,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MKD,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ITA,MKD,2014,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0
ITA,MKD,2008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
ITA,MKD,2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MKD,2015,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MKD,2016,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ITA,MKD,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ITA,MKD,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,MMR,2016,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,MMR,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ITA,MNE,2014,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
ITA,MNE,2008,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MNE,2007,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MNE,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ITA,MNE,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ITA,MNE,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,MNG,2009,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MNG,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,MNG,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MNG,2015,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MOZ,2011,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0
ITA,MOZ,2012,0,0,15,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ITA,MOZ,2017,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
ITA,MOZ,2016,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MOZ,2008,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ITA,MOZ,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITA,MYS,2009,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0
ITA,MYS,2008,0,4,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0
ITA,MYS,2014,0,0,76,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ITA,MYS,2010,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
ITA,MYS,2003,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MYS,2012,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MYS,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ITA,MYS,2004,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0
ITA,MYS,2005,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ITA,MYS,2006,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
ITA,MYS,2007,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
ITA,MYS,2011,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0
ITA,MYS,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MYS,2015,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
ITA,MYS,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITA,MYS,2018,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ITA,NGA,2004,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,3
ITA,NGA,2006,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0
ITA,NGA,2009,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
